"date","fruits_veggies","daily_stress","places_visited","core_circle","supporting_others","social_network","achievement","donation","bmi_range","todo_completed","flow","daily_steps","live_vision","sleep_hours","lost_vacation","daily_shouting","sufficient_income","personal_awards","time_for_passion","weekly_meditation","age","gender","work_life_balance_score"
"2016-05-04",2,2,10,10,1,10,3,1,1,3,3,1,3,10,1,5,1,3,3,3,"Less than 20","Female",646.7
"2016-05-04",3,2,5,7,5,6,3,2,1,8,2,10,2,8,5,7,2,10,1,7,"36 to 50","Male  ",680.4
"2016-05-04",3,1,5,3,7,2,1,3,1,4,1,2,2,7,3,1,2,5,2,2,"21 to 35","Male  ",646.3
"2016-05-04",2,3,4,8,6,10,8,5,2,8,3,7,8,8,0,6,2,5,3,8,"51 or more","Female",696.8
"2016-05-04",5,4,2,4,1,5,0,0,1,5,1,1,5,6,10,1,1,0,1,10,"21 to 35","Male  ",600
"2016-05-04",5,3,10,7,2,10,6,1,1,6,10,10,3,9,0,1,1,7,0,5,"21 to 35","Female",701
"2016-05-04",1,5,3,2,5,4,5,3,1,10,4,7,7,6,0,1,1,3,4,5,"Less than 20","Female",652.2
"2016-05-04",1,5,0,10,10,0,1,5,1,10,0,2,0,5,0,10,1,5,0,0,"21 to 35","Female",605.1
"2016-05-04",2,3,4,4,7,10,7,2,1,10,0,8,4,7,0,0,1,6,5,10,"21 to 35","Female",690
"2016-05-04",3,5,3,9,5,8,6,0,1,6,3,7,4,8,10,7,1,3,0,5,"21 to 35","Female",625.4
"2016-05-04",5,1,5,4,10,10,6,4,2,9,1,10,10,7,0,0,2,10,5,10,"36 to 50","Female",739.7
"2016-05-04",2,0,5,3,3,3,3,2,2,7,4,4,2,8,0,0,2,5,6,10,"51 or more","Male  ",667.3
"2016-05-04",4,1,0,6,5,3,7,3,1,7,5,5,2,8,0,1,1,2,7,10,"51 or more","Male  ",679.4
"2016-05-04",3,1,5,3,7,2,1,3,1,4,1,2,2,7,3,1,2,5,2,2,"21 to 35","Male  ",646.3
"2016-05-05",1,1,5,5,7,2,0,2,1,0,3,2,3,7,2,1,2,3,3,4,"21 to 35","Male  ",639.5
"2016-05-05",3,1,5,3,7,2,1,3,1,4,1,2,2,7,3,1,2,5,2,2,"21 to 35","Male  ",646.3
"2016-05-05",4,2,10,9,4,6,8,1,1,10,6,6,5,9,0,2,2,7,4,9,"21 to 35","Female",729.1
"2016-05-05",5,2,5,7,7,6,6,4,2,8,6,10,10,7,0,2,2,6,4,7,"51 or more","Female",719.3
"2016-05-05",1,0,10,1,3,1,3,5,2,4,1,3,5,7,0,1,2,5,4,10,"51 or more","Male  ",661.8
"2016-05-05",3,0,1,2,4,3,10,0,1,6,5,7,5,8,0,1,2,8,4,9,"36 to 50","Male  ",695.1
"2016-05-05",1,5,2,3,5,4,4,2,1,10,7,5,10,8,10,1,1,2,4,5,"21 to 35","Female",638.6
"2016-05-05",4,4,10,5,10,5,10,1,1,6,1,10,10,6,3,5,2,6,3,10,"36 to 50","Male  ",710.6
"2016-05-05",5,3,5,3,3,3,5,2,1,10,3,2,0,7,0,10,2,10,8,10,"36 to 50","Female",676.9
"2016-05-05",5,3,10,7,10,5,8,5,1,10,6,8,5,7,0,0,2,6,7,10,"51 or more","Female",756.3
"2016-05-06",2,2,10,7,6,7,8,5,2,10,9,1,6,8,0,7,2,8,2,7,"51 or more","Female",702.4
"2016-05-06",2,5,3,4,10,10,6,1,1,6,4,6,5,7,1,7,2,10,5,1,"36 to 50","Female",674.3
"2016-05-06",2,3,2,4,7,3,5,2,2,5,4,2,10,6,7,5,2,3,3,3,"Less than 20","Male  ",625.7
"2016-05-06",4,5,3,10,10,10,7,5,2,1,10,10,10,6,3,6,2,10,6,5,"21 to 35","Male  ",712.3
"2016-05-06",4,5,3,4,3,4,3,2,2,7,3,4,5,7,0,6,2,3,3,3,"36 to 50","Female",628
"2016-05-06",4,5,3,10,10,10,7,5,2,1,10,10,10,6,3,6,2,10,6,5,"21 to 35","Male  ",712.3
"2016-05-06",4,5,3,10,10,10,7,5,2,1,10,10,10,6,3,6,2,10,6,5,"21 to 35","Male  ",712.3
"2016-05-06",4,2,1,1,2,1,5,5,2,1,1,5,2,7,0,0,2,6,2,4,"51 or more","Female",635
"2016-05-06",4,5,5,4,7,10,7,4,1,9,1,8,10,7,3,0,2,4,1,6,"21 to 35","Female",703.6
"2016-05-06",4,2,1,4,5,8,4,2,1,9,2,8,5,9,1,2,2,4,4,6,"51 or more","Female",690.4
"2016-05-06",2,3,3,3,10,8,2,3,1,2,5,6,0,6,2,5,2,3,7,4,"21 to 35","Female",658.8
"2016-05-06",4,5,3,4,8,7,3,5,2,7,2,4,10,8,10,0,1,10,7,7,"51 or more","Female",662.2
"2016-05-06",2,5,6,5,7,4,6,4,2,9,3,7,2,7,0,8,2,3,1,2,"21 to 35","Male  ",642.2
"2016-05-07",4,1,4,4,5,7,6,3,2,7,6,10,10,7,10,0,2,9,10,6,"51 or more","Male  ",705.7
"2016-05-07",1,2,1,3,1,10,2,1,2,0,3,6,1,6,10,6,1,2,1,6,"Less than 20","Male  ",573.8
"2016-05-07",3,1,4,3,9,10,8,4,1,9,8,6,2,5,0,0,2,4,9,9,"36 to 50","Female",730
"2016-05-07",2,2,6,6,3,8,2,1,1,5,1,6,10,8,0,2,2,4,1,1,"36 to 50","Female",667.7
"2016-05-07",1,2,1,5,10,10,0,2,2,7,4,2,1,7,2,3,1,6,2,5,"21 to 35","Female",625.9
"2016-05-07",2,0,10,2,6,6,3,3,2,10,3,10,5,7,0,1,2,6,3,7,"51 or more","Female",695.5
"2016-05-07",3,2,10,5,3,5,5,1,1,7,5,2,2,7,0,2,2,10,2,7,"51 or more","Female",685.4
"2016-05-08",1,3,5,8,10,6,10,3,2,0,6,7,10,8,7,2,1,10,3,6,"21 to 35","Female",669.6
"2016-05-08",1,3,7,7,9,5,10,5,1,9,8,10,10,7,10,3,2,8,8,10,"36 to 50","Male  ",736.3
"2016-05-08",1,2,7,8,6,5,3,3,2,5,3,2,5,7,4,2,2,5,2,10,"21 to 35","Female",658.2
"2016-05-08",0,0,1,4,4,2,0,0,1,2,1,1,1,5,10,2,2,1,6,10,"Less than 20","Male  ",606.6
"2016-05-08",3,3,3,6,5,4,1,3,1,7,0,6,5,8,0,2,2,1,1,2,"36 to 50","Female",654.1
"2016-05-08",2,2,5,3,6,2,5,4,2,2,4,3,7,2,4,2,1,7,5,9,"21 to 35","Male  ",633.6
"2016-05-08",5,3,0,4,4,3,7,1,2,10,0,2,2,7,6,0,2,5,1,10,"36 to 50","Male  ",639.5
"2016-05-09",2,3,1,7,3,10,2,0,1,2,1,8,5,9,3,3,1,1,1,5,"21 to 35","Female",627.5
"2016-05-09",1,1,4,10,10,10,5,2,2,5,2,7,8,8,2,2,2,10,3,3,"51 or more","Female",691.7
"2016-05-09",1,2,2,2,0,4,4,1,2,7,2,5,2,6,0,2,1,0,0,2,"36 to 50","Female",587.2
"2016-05-09",5,5,2,3,1,5,5,5,1,5,4,10,1,7,10,4,2,3,4,10,"51 or more","Female",659.8
"2016-05-09",1,1,2,10,10,10,5,3,1,10,8,10,5,8,10,1,2,10,4,10,"21 to 35","Female",729.7
"2016-05-09",5,2,7,4,10,8,4,5,1,8,4,9,4,6,3,0,2,10,10,5,"21 to 35","Male  ",737.6
"2016-05-09",2,3,10,3,2,3,2,4,1,5,4,10,0,7,0,6,2,4,2,2,"51 or more","Female",656.4
"2016-05-09",4,3,2,7,3,4,2,0,1,7,7,6,1,7,9,1,2,2,1,8,"21 to 35","Male  ",647.1
"2016-05-09",1,5,2,2,8,5,2,1,1,0,4,2,4,7,5,7,1,7,3,7,"Less than 20","Female",605.5
"2016-05-09",3,2,4,4,10,10,4,5,1,7,1,8,2,8,10,0,2,3,1,8,"51 or more","Female",686.8
"2016-05-10",3,3,5,6,6,10,8,5,2,8,5,10,10,7,0,0,2,6,7,10,"51 or more","Male  ",731.2
"2016-05-10",3,0,10,7,4,6,4,5,2,6,4,3,3,9,0,2,2,6,6,4,"21 to 35","Female",692.8
"2016-05-10",3,1,4,4,0,4,2,0,1,8,2,6,4,7,0,3,1,10,8,7,"Less than 20","Male  ",660.7
"2016-05-10",5,3,7,6,2,8,7,5,1,6,2,5,2,9,0,3,1,5,6,7,"21 to 35","Female",688.1
"2016-05-10",5,0,4,2,3,2,1,3,1,7,2,5,7,8,0,0,1,1,3,10,"36 to 50","Female",667.5
"2016-05-10",2,3,4,4,1,1,4,1,2,3,1,1,0,9,5,1,2,4,2,10,"21 to 35","Male  ",610.8
"2016-05-10",2,3,0,6,0,7,0,5,2,6,1,3,2,9,0,1,1,8,1,3,"36 to 50","Male  ",619.7
"2016-05-10",4,0,3,2,3,3,2,2,1,4,4,3,8,8,0,1,2,8,2,4,"51 or more","Male  ",673.9
"2016-05-10",4,2,2,9,9,10,5,3,1,7,3,10,10,7,2,3,2,10,1,5,"36 to 50","Female",722.7
"2016-05-10",4,4,8,6,10,5,3,5,1,4,2,8,3,8,0,1,2,10,6,8,"36 to 50","Male  ",717.4
"2016-05-10",4,5,8,6,7,10,7,4,1,9,7,10,7,10,8,8,1,9,7,8,"Less than 20","Female",709.7
"2016-05-11",5,1,10,10,9,10,5,5,1,7,5,10,2,8,0,3,2,10,8,10,"51 or more","Female",767.1
"2016-05-11",1,4,7,10,4,1,3,5,1,6,3,1,10,3,10,7,2,9,0,10,"51 or more","Female",653.8
"2016-05-11",1,1,5,5,5,4,0,1,2,3,3,2,2,6,5,0,2,4,6,6,"36 to 50","Male  ",627.4
"2016-05-11",2,5,2,1,8,10,0,2,2,4,0,10,0,6,10,10,2,6,0,2,"21 to 35","Female",593.3
"2016-05-11",5,0,10,8,6,10,8,5,1,7,6,6,4,9,0,1,2,8,7,10,"Less than 20","Female",764.8
"2016-05-11",4,3,0,7,10,5,2,0,1,5,3,6,0,8,5,10,2,8,5,3,"21 to 35","Female",647.3
"2016-05-11",2,3,5,3,1,3,0,0,1,7,1,5,2,8,0,2,1,1,1,5,"Less than 20","Female",611.4
"2016-05-11",2,2,5,10,1,3,2,5,2,5,4,8,5,7,0,9,2,3,1,4,"21 to 35","Female",647.5
"2016-05-12",5,1,10,5,5,4,5,5,1,7,6,10,7,7,0,0,2,10,5,8,"51 or more","Male  ",746.5
"2016-05-12",5,2,9,7,6,10,3,4,1,9,2,10,4,6,0,4,2,4,0,3,"51 or more","Female",705.5
"2016-05-12",3,5,1,2,2,1,0,1,1,1,1,2,0,6,7,9,2,4,4,3,"36 to 50","Female",578.1
"2016-05-12",2,1,10,3,1,10,1,1,2,5,0,1,1,6,0,0,2,1,1,2,"36 to 50","Female",623.8
"2016-05-12",5,3,3,3,5,9,0,2,1,7,0,7,1,6,0,6,1,1,0,2,"36 to 50","Female",625
"2016-05-12",5,1,5,8,10,7,2,1,1,8,4,6,10,7,0,3,2,9,7,7,"51 or more","Female",728.7
"2016-05-12",4,1,2,4,1,3,0,3,1,10,7,1,0,8,0,2,2,3,3,10,"21 to 35","Female",668.4
"2016-05-12",4,1,10,4,3,6,2,4,2,10,3,8,1,9,0,2,2,10,4,10,"36 to 50","Female",704
"2016-05-12",5,2,7,3,4,10,8,5,2,8,3,10,5,6,0,1,2,8,1,6,"36 to 50","Female",707.2
"2016-05-12",1,1,10,3,10,4,3,0,1,10,2,5,1,8,0,0,2,10,6,0,"36 to 50","Male  ",686.2
"2016-05-12",1,1,10,3,10,4,3,0,1,10,2,5,1,8,0,0,2,10,6,0,"36 to 50","Male  ",686.2
"2016-05-12",1,4,1,9,6,2,4,1,1,5,2,10,1,6,5,2,1,0,1,2,"21 to 35","Female",612
"2016-05-12",2,3,1,7,3,10,2,0,1,2,1,8,5,9,3,3,1,1,1,5,"21 to 35","Female",627.5
"2016-05-12",1,2,2,5,5,4,5,3,1,8,7,10,4,7,10,5,1,5,7,5,"21 to 35","Male  ",654.7
"2016-05-12",3,5,2,2,0,1,2,0,1,1,1,1,0,6,0,5,1,2,0,5,"21 to 35","Male  ",569.4
"2016-05-13",2,2,3,5,2,5,4,1,2,3,3,6,2,9,7,1,2,3,0,3,"21 to 35","Female",618.6
"2016-05-13",4,2,10,10,10,10,6,5,1,8,5,5,2,8,2,7,2,10,7,4,"36 to 50","Female",733.8
"2016-05-13",3,5,0,0,5,2,1,5,1,7,2,6,0,9,8,0,2,8,2,5,"36 to 50","Female",640.7
"2016-05-13",3,0,10,10,10,10,4,3,2,6,3,8,10,8,3,0,2,10,9,7,"21 to 35","Female",741.2
"2016-05-13",3,1,8,4,3,5,3,2,1,2,2,6,5,8,0,1,2,8,3,7,"21 to 35","Male  ",684.7
"2016-05-13",3,4,2,0,0,0,2,1,2,5,2,1,0,4,1,3,2,7,0,10,"51 or more","Female",594.5
"2016-05-13",5,3,5,2,3,1,2,5,2,6,2,8,2,8,0,3,2,5,2,10,"51 or more","Female",661.3
"2016-05-14",5,0,2,7,1,5,2,1,1,7,2,7,3,7,0,3,1,10,3,10,"21 to 35","Female",674.5
"2016-05-14",4,1,10,4,3,6,2,4,2,10,3,8,1,9,0,2,2,10,4,10,"36 to 50","Female",704
"2016-05-14",2,2,1,4,5,5,4,5,1,6,3,4,5,9,8,2,1,8,4,6,"51 or more","Female",655.6
"2016-05-14",2,2,1,4,5,5,4,5,1,6,3,4,5,9,8,2,1,8,4,6,"51 or more","Female",655.6
"2016-05-14",2,5,4,5,4,8,3,1,2,3,3,2,0,6,10,10,2,4,1,5,"21 to 35","Male  ",586.6
"2016-05-14",2,5,4,5,7,10,2,5,2,7,2,4,10,6,10,1,2,10,6,2,"51 or more","Male  ",661.8
"2016-05-14",1,4,0,10,5,4,3,1,2,5,1,5,3,5,5,7,2,0,1,3,"21 to 35","Female",595.5
"2016-05-15",2,5,4,5,7,10,2,5,2,7,2,4,10,6,10,1,2,10,6,2,"51 or more","Male  ",661.8
"2016-05-15",5,2,10,6,10,2,2,5,2,9,5,10,1,8,1,0,2,7,2,10,"36 to 50","Female",712.7
"2016-05-15",3,5,4,5,5,10,2,5,2,7,2,4,10,7,10,2,2,10,6,2,"51 or more","Male  ",662
"2016-05-15",5,2,10,1,2,4,10,0,1,7,3,10,10,9,0,1,2,5,8,10,"21 to 35","Male  ",724.8
"2016-05-15",2,4,1,6,5,10,3,5,2,5,1,3,1,6,5,6,2,10,10,2,"51 or more","Male  ",644.6
"2016-05-15",2,5,1,0,3,2,1,1,2,0,0,1,0,4,0,10,1,2,0,1,"36 to 50","Female",529.9
"2016-05-16",1,1,1,7,5,4,3,0,1,6,2,9,3,8,0,6,2,5,0,5,"36 to 50","Male  ",653
"2016-05-16",3,1,2,8,3,1,3,2,1,1,1,1,1,6,0,2,1,4,1,1,"36 to 50","Male  ",611.9
"2016-05-16",3,5,8,6,10,10,4,5,1,5,2,6,10,7,2,5,2,10,6,7,"21 to 35","Female",716.8
"2016-05-16",5,4,1,7,6,10,3,2,1,6,3,10,5,8,10,0,1,1,3,8,"21 to 35","Female",661.7
"2016-05-16",5,3,6,0,4,6,3,1,1,3,1,6,2,7,0,7,2,3,1,5,"36 to 50","Male  ",642
"2016-05-16",2,4,5,8,2,4,2,5,1,3,2,4,0,7,4,7,2,2,4,10,"21 to 35","Male  ",645
"2016-05-16",1,0,2,2,0,3,0,0,1,1,0,1,0,8,0,0,1,5,0,1,"21 to 35","Female",588.5
"2016-05-16",2,4,4,4,8,3,7,2,2,2,5,2,2,6,0,7,1,0,4,3,"51 or more","Female",601.9
"2016-05-16",3,2,1,5,3,6,8,1,1,9,3,3,5,6,6,0,1,5,1,5,"21 to 35","Female",644.6
"2016-05-16",1,3,3,4,7,10,5,2,1,5,1,1,8,7,7,7,2,3,1,10,"36 to 50","Female",649.5
"2016-05-16",3,3,10,7,3,10,3,0,1,4,4,6,3,8,0,0,2,1,4,10,"21 to 35","Male  ",688.1
"2016-05-16",2,2,8,2,2,10,6,5,2,8,2,3,4,8,1,0,2,10,3,8,"Less than 20","Female",687.5
"2016-05-16",3,5,4,10,3,2,0,1,2,1,1,1,0,10,0,5,2,4,0,1,"51 or more","Female",597.4
"2016-05-16",2,5,3,2,6,3,3,0,1,4,1,2,0,10,0,2,2,1,2,10,"Less than 20","Female",629.9
"2016-05-17",3,5,10,5,10,5,5,5,2,10,9,10,3,8,2,10,2,3,5,5,"36 to 50","Female",687.2
"2016-05-17",5,1,8,6,8,3,3,5,1,5,3,4,10,6,0,0,2,10,8,10,"51 or more","Female",736.6
"2016-05-17",4,2,7,7,7,5,7,3,1,6,2,8,5,8,4,3,1,8,1,7,"21 to 35","Male  ",685.1
"2016-05-17",4,3,10,10,5,10,10,5,1,8,4,10,5,8,0,1,2,10,2,7,"36 to 50","Male  ",751.8
"2016-05-17",4,4,6,9,10,8,6,5,1,9,5,8,10,8,0,4,2,10,7,4,"51 or more","Female",744.6
"2016-05-17",5,4,6,1,1,3,4,1,1,10,1,2,0,8,0,10,2,5,2,10,"36 to 50","Female",643.1
"2016-05-17",5,2,10,5,10,5,5,4,1,7,1,4,0,8,0,0,1,3,5,7,"21 to 35","Female",689.4
"2016-05-17",4,3,10,6,9,10,5,1,1,6,1,10,2,8,0,2,1,5,1,3,"36 to 50","Male  ",680.4
"2016-05-17",4,3,10,6,9,10,5,1,1,6,1,10,2,8,0,2,1,5,1,3,"36 to 50","Male  ",680.4
"2016-05-17",2,1,3,1,0,3,1,1,1,10,1,7,0,8,0,2,1,1,0,5,"21 to 35","Male  ",618.6
"2016-05-17",3,3,10,5,3,6,3,5,1,8,0,10,1,6,0,2,2,8,1,8,"21 to 35","Female",695.3
"2016-05-17",1,5,0,1,1,8,0,0,1,1,0,3,0,6,6,6,2,1,0,1,"36 to 50","Male  ",566.4
"2016-05-17",1,5,0,1,1,8,0,0,1,1,0,3,0,6,6,6,2,1,0,1,"36 to 50","Male  ",566.4
"2016-05-18",4,2,8,10,10,10,5,3,2,8,4,7,5,9,3,0,2,4,6,6,"51 or more","Female",715.7
"2016-05-18",4,2,2,6,5,2,4,0,1,8,2,2,3,7,0,1,1,2,5,8,"21 to 35","Male  ",646.3
"2016-05-18",4,3,2,3,8,3,5,2,1,4,3,5,2,8,2,4,2,1,3,8,"36 to 50","Female",657.3
"2016-05-18",0,3,1,6,3,6,4,1,1,5,0,4,3,7,0,0,2,8,0,2,"36 to 50","Female",639.9
"2016-05-18",2,4,6,8,2,6,5,2,2,10,6,2,10,8,0,4,2,10,6,6,"51 or more","Female",683.9
"2016-05-18",4,2,8,10,10,10,2,3,1,0,2,5,3,6,3,1,2,5,3,2,"36 to 50","Male  ",685.8
"2016-05-18",4,2,10,5,5,7,4,5,1,8,1,4,0,7,0,6,1,2,8,7,"21 to 35","Female",675.6
"2016-05-18",5,2,10,1,9,5,1,1,2,5,2,7,10,9,0,10,2,7,5,7,"51 or more","Female",676.6
"2016-05-18",5,2,10,2,6,5,2,0,2,5,2,7,10,9,0,5,2,7,2,10,"51 or more","Female",680
"2016-05-19",4,3,10,4,3,4,5,1,2,3,1,1,1,6,5,5,2,5,0,6,"21 to 35","Female",618.7
"2016-05-19",4,3,6,6,9,10,6,5,1,7,6,5,5,8,0,5,1,10,2,5,"Less than 20","Female",703.2
"2016-05-19",5,5,10,6,10,10,3,2,2,10,4,7,3,7,10,0,2,5,1,5,"51 or more","Female",674.5
"2016-05-19",4,2,6,5,6,5,6,2,1,5,4,7,5,9,3,4,2,9,5,6,"21 to 35","Female",698.7
"2016-05-19",5,5,10,4,10,10,8,5,2,5,2,4,0,8,10,4,1,10,1,3,"36 to 50","Female",650.3
"2016-05-19",2,5,5,4,10,10,4,0,1,3,4,10,2,7,5,7,2,4,1,2,"21 to 35","Female",646.2
"2016-05-19",1,4,9,8,7,10,3,1,2,7,4,6,10,8,3,3,2,10,1,4,"36 to 50","Male  ",677.9
"2016-05-19",4,3,6,3,3,7,2,5,1,3,3,4,0,7,0,5,2,3,3,2,"51 or more","Female",653.5
"2016-05-19",4,5,5,4,6,6,3,5,1,7,4,6,2,8,5,3,2,7,5,5,"36 to 50","Female",679.6
"2016-05-19",5,2,10,8,10,10,6,5,1,10,2,10,6,7,0,4,2,5,4,10,"36 to 50","Female",751.6
"2016-05-19",3,5,4,7,5,10,2,0,2,6,1,7,1,7,0,0,2,6,0,7,"51 or more","Male  ",647.3
"2016-05-20",1,4,6,3,7,10,0,3,1,8,2,5,4,8,8,3,2,5,1,3,"21 to 35","Female",650.5
"2016-05-20",2,2,10,8,4,10,10,5,1,7,1,4,10,7,0,0,2,10,2,4,"21 to 35","Male  ",728.3
"2016-05-20",5,3,0,1,0,10,0,0,1,10,0,10,0,8,0,5,2,0,4,10,"21 to 35","Male  ",653.2
"2016-05-20",2,4,0,1,1,3,3,3,1,10,0,10,1,9,10,7,2,10,1,2,"21 to 35","Female",626.2
"2016-05-21",3,0,2,7,4,10,1,5,1,8,1,3,0,8,0,1,2,5,0,1,"51 or more","Female",673.9
"2016-05-21",4,5,2,4,5,10,10,2,1,10,5,6,10,6,10,2,2,6,4,10,"21 to 35","Male  ",696.2
"2016-05-21",0,3,1,2,2,5,3,0,2,2,0,1,1,8,0,2,1,2,1,6,"21 to 35","Male  ",573.2
"2016-05-21",3,5,3,3,4,5,2,1,1,3,3,3,0,6,0,2,1,5,3,2,"36 to 50","Female",610.6
"2016-05-21",3,2,10,5,3,7,3,5,1,8,3,6,0,8,8,0,2,10,1,10,"36 to 50","Female",696.6
"2016-05-21",0,2,10,0,0,3,1,3,2,7,1,2,1,6,0,1,2,10,1,10,"21 to 35","Male  ",635.9
"2016-05-21",5,2,10,5,6,3,10,0,1,6,3,10,1,7,0,3,1,7,1,7,"21 to 35","Female",681.9
"2016-05-21",1,3,8,3,3,4,5,1,1,4,2,3,2,7,2,1,2,4,2,4,"21 to 35","Male  ",641.4
"2016-05-22",2,2,1,8,10,10,10,5,2,10,5,10,10,6,10,3,2,10,6,10,"21 to 35","Female",722.5
"2016-05-22",3,3,10,10,6,10,2,5,2,7,2,4,3,7,5,4,2,10,2,10,"51 or more","Male  ",689.2
"2016-05-22",3,4,6,5,10,10,10,5,1,10,8,10,5,6,10,10,2,10,8,1,"36 to 50","Female",712.3
"2016-05-22",5,1,10,10,10,10,6,2,1,10,10,10,10,8,5,3,2,10,10,10,"36 to 50","Female",782.4
"2016-05-22",2,1,10,5,3,4,2,5,2,8,2,4,10,7,0,4,1,6,2,3,"21 to 35","Female",655.2
"2016-05-22",3,3,4,1,1,5,2,1,1,4,1,6,2,6,0,0,2,5,1,5,"36 to 50","Male  ",640.1
"2016-05-22",2,0,7,6,10,5,6,3,1,9,10,6,3,8,1,0,2,8,2,10,"21 to 35","Male  ",732.3
"2016-05-22",1,2,10,10,8,10,4,5,2,8,3,3,10,8,0,1,2,5,3,10,"21 to 35","Male  ",714.7
"2016-05-23",2,4,8,9,10,5,2,0,2,5,1,7,1,7,1,7,2,5,2,5,"21 to 35","Male  ",640.5
"2016-05-23",1,5,10,1,1,3,4,3,1,0,1,3,0,5,2,5,1,10,3,10,"21 to 35","Female",617.2
"2016-05-23",4,3,9,6,5,7,5,2,1,6,1,8,1,7,2,1,1,4,8,1,"21 to 35","Female",667.9
"2016-05-23",3,3,10,10,10,10,10,2,1,8,2,10,9,7,10,2,2,9,3,7,"21 to 35","Female",729.5
"2016-05-24",4,2,10,5,5,8,5,5,1,8,3,5,10,6,10,8,2,10,6,10,"36 to 50","Female",711.3
"2016-05-24",1,4,10,5,10,10,5,5,1,2,2,4,7,7,7,10,2,7,1,4,"21 to 35","Female",667.1
"2016-05-24",1,4,10,5,10,10,5,5,1,2,2,4,7,7,7,10,2,7,1,4,"21 to 35","Female",667.1
"2016-05-24",5,3,10,10,10,10,5,4,2,7,4,8,4,8,0,3,2,10,1,10,"21 to 35","Female",727.6
"2016-05-24",3,4,10,4,10,10,5,1,1,9,7,7,8,6,10,2,2,5,2,3,"21 to 35","Female",689.6
"2016-05-24",2,2,8,10,2,6,3,1,2,2,2,1,1,7,1,3,1,4,0,3,"36 to 50","Female",608.7
"2016-05-24",5,1,10,6,7,5,7,2,1,8,5,2,1,8,0,1,2,8,10,10,"21 to 35","Male  ",729.8
"2016-05-24",3,4,3,4,6,10,3,5,2,6,8,9,5,7,10,1,2,9,3,7,"51 or more","Female",678.3
"2016-05-25",4,3,3,5,4,10,3,5,2,4,5,7,2,7,6,4,2,3,3,7,"36 to 50","Female",657.5
"2016-05-25",1,3,10,6,6,10,5,3,1,8,2,9,1,7,2,1,2,10,4,5,"21 to 35","Male  ",703.8
"2016-05-25",3,3,6,7,1,3,1,0,1,2,1,3,0,8,2,0,2,0,1,2,"21 to 35","Male  ",619.5
"2016-05-25",0,5,3,5,6,8,1,0,1,2,1,2,5,6,10,3,2,9,2,10,"21 to 35","Female",625.7
"2016-05-25",3,3,10,3,0,6,3,0,1,7,9,5,2,7,0,2,2,3,2,10,"21 to 35","Female",674.1
"2016-05-25",3,1,6,5,10,10,5,5,1,10,2,1,10,7,0,0,2,5,2,10,"36 to 50","Female",727.7
"2016-05-25",1,2,5,10,5,10,2,3,1,0,1,3,1,6,7,3,2,3,1,3,"Less than 20","Female",637.8
"2016-05-25",5,4,5,8,3,10,2,4,1,3,4,10,0,8,5,5,1,3,2,10,"21 to 35","Female",663.4
"2016-05-25",4,5,0,3,8,10,0,5,2,5,5,10,1,8,0,8,1,5,2,10,"21 to 35","Female",644.7
"2016-05-26",5,4,10,4,6,10,4,5,2,7,7,10,5,8,0,4,1,10,5,7,"36 to 50","Female",702.5
"2016-05-26",3,3,9,6,5,6,3,4,1,7,3,7,3,7,0,3,1,5,7,8,"21 to 35","Male  ",684.7
"2016-05-26",3,3,9,6,5,6,3,4,1,7,3,7,3,7,0,3,1,5,7,8,"21 to 35","Male  ",684.7
"2016-05-26",2,4,5,3,2,3,2,5,2,9,0,4,2,8,0,1,1,6,0,10,"51 or more","Female",629.9
"2016-05-27",2,4,0,4,4,5,3,2,2,1,1,8,0,6,5,1,2,4,0,6,"21 to 35","Male  ",608.2
"2016-05-27",3,3,3,5,8,10,5,3,1,8,6,4,10,7,4,1,2,5,5,8,"51 or more","Male  ",707.9
"2016-05-27",4,2,6,7,2,5,2,2,1,8,2,10,1,7,0,5,1,9,2,10,"36 to 50","Male  ",673.4
"2016-05-27",4,1,1,5,2,10,1,0,2,8,2,7,10,8,0,1,2,5,1,8,"36 to 50","Male  ",671.3
"2016-05-27",5,1,8,6,8,3,3,5,1,5,3,4,10,6,0,0,2,10,8,10,"51 or more","Female",736.6
"2016-05-28",1,1,2,3,1,1,2,2,2,0,1,1,0,7,0,2,2,2,0,1,"21 to 35","Male  ",584.9
"2016-05-28",3,2,6,5,8,10,7,5,1,8,3,6,10,7,4,3,2,10,7,4,"21 to 35","Female",727
"2016-05-28",2,1,10,4,1,3,3,0,1,8,2,2,2,8,0,2,2,2,4,2,"21 to 35","Female",649.9
"2016-05-28",5,3,7,3,10,10,3,2,1,10,4,3,2,7,10,1,2,2,4,10,"36 to 50","Female",685.6
"2016-05-28",3,1,3,10,10,10,10,5,2,6,2,10,3,7,0,3,2,10,2,10,"36 to 50","Male  ",724.4
"2016-05-28",3,2,5,6,7,8,2,5,1,3,3,7,2,7,0,3,2,5,1,10,"36 to 50","Female",691.5
"2016-05-28",4,2,8,5,5,4,3,3,2,5,1,4,5,7,0,3,2,5,4,1,"21 to 35","Female",655.2
"2016-05-28",3,5,10,5,10,10,0,2,1,1,0,5,0,8,5,1,1,8,0,10,"21 to 35","Female",650.5
"2016-05-28",2,3,0,1,1,3,1,2,1,5,2,2,5,7,0,0,2,3,1,5,"21 to 35","Male  ",627.6
"2016-05-28",5,1,6,8,6,7,3,5,2,9,3,3,10,7,0,1,2,10,6,10,"51 or more","Female",724.7
