Survey_ID,Timestamp,FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,GENDER,WORK_LIFE_BALANCE_SCORE
6562,5/13/17,2,5,3,5,5,3,5,5,2,8,3,1,5,6,1,2,1,3,5,3,21 to 35,Female,623.8
6563,5/13/17,4,3,5,6,10,10,7,5,2,9,6,8,5,7,0,0,2,10,9,3,36 to 50,Female,729.1
6564,5/13/17,1,5,2,3,5,1,2,2,1,3,0,6,0,7,10,3,1,7,2,1,36 to 50,Male,584.2
6565,5/14/17,4,1,3,6,9,9,8,3,1,3,2,4,3,7,4,2,1,6,7,7,21 to 35,Male,682.4
6566,5/14/17,5,3,1,6,10,8,9,5,1,7,8,1,5,7,0,1,2,10,9,8,36 to 50,Female,736.2
6567,5/14/17,4,2,2,3,1,3,2,0,1,5,0,3,2,8,5,1,2,2,0,2,36 to 50,Male,616.1
6568,5/14/17,3,1,5,5,10,5,5,3,1,5,3,5,5,8,5,3,2,5,5,10,36 to 50,Male,696.4
6569,5/14/17,4,2,5,3,10,10,8,5,2,7,3,8,5,9,0,0,2,10,5,8,21 to 35,Female,726.1
6570,5/15/17,5,2,10,5,5,10,2,2,1,8,2,8,10,8,0,5,2,1,1,7,21 to 35,Female,703.8
6571,5/15/17,4,2,10,6,4,10,3,2,1,8,2,7,10,8,0,2,2,2,6,7,21 to 35,Female,715.5
6572,5/15/17,5,2,2,6,8,7,8,3,2,7,3,7,6,6,0,3,2,9,2,7,51 or more,Male,694.7
6573,5/15/17,1,0,9,4,4,9,9,0,2,8,3,10,5,8,9,2,1,6,2,9,21 to 35,Male,661.7
6574,5/15/17,1,0,9,4,4,9,9,0,2,8,3,10,5,8,9,2,1,6,2,9,21 to 35,Male,661.7
6575,5/15/17,1,1,10,2,10,10,5,2,1,5,3,10,3,6,0,0,2,5,2,7,21 to 35,Male,703.8
6576,5/15/17,1,4,3,1,2,1,0,0,2,0,0,1,0,10,5,1,2,10,0,10,Less than 20,Male,590.6
6577,5/15/17,5,3,5,4,10,10,4,5,1,6,5,5,3,7,10,0,1,3,3,10,51 or more,Female,680.9
6578,5/15/17,1,1,10,2,10,10,5,2,1,5,3,10,3,6,0,0,2,5,2,7,21 to 35,Male,703.8
6579,5/15/17,5,0,10,5,2,7,5,3,1,8,3,10,2,8,0,0,2,4,5,10,21 to 35,Female,726.3
6580,5/15/17,5,0,10,5,2,7,5,3,1,8,3,10,2,8,0,0,2,4,5,10,21 to 35,Female,726.3
6581,5/15/17,4,3,3,8,5,8,6,3,1,3,4,8,3,8,0,8,2,4,4,7,21 to 35,Female,685.1
6582,5/15/17,4,3,3,8,5,8,6,3,1,3,4,8,3,8,0,8,2,4,4,7,21 to 35,Female,685.1
6583,5/15/17,5,2,2,6,8,7,8,3,2,7,3,7,6,6,0,3,2,9,2,7,51 or more,Male,694.7
6584,5/15/17,2,4,10,10,10,10,7,5,2,6,4,3,3,7,0,0,1,8,7,7,51 or more,Female,695.8
6585,5/15/17,5,5,6,3,3,10,2,5,1,1,1,5,0,10,0,1,2,10,3,10,21 to 35,Male,688.3
6586,5/16/17,2,4,0,6,5,5,7,5,2,2,3,4,5,4,10,3,1,4,7,6,36 to 50,Female,615.5
6587,5/16/17,1,1,10,4,0,4,2,2,1,7,1,5,1,8,3,3,2,5,2,5,36 to 50,Female,652.2
6588,5/16/17,1,3,4,1,3,3,2,4,1,3,2,2,0,10,5,3,1,8,1,8,21 to 35,Female,619.7
6589,5/16/17,5,3,10,3,10,10,10,5,1,5,2,5,2,7,0,4,2,7,7,3,36 to 50,Female,718.3
6590,5/16/17,2,2,5,4,10,3,9,5,1,6,5,2,10,6,10,2,2,10,3,7,21 to 35,Male,695.4
6591,5/16/17,1,4,8,5,4,10,9,1,1,7,1,5,5,7,5,4,2,4,2,8,21 to 35,Female,669.0
6592,5/17/17,4,2,5,10,10,10,8,5,2,5,2,7,5,8,0,4,2,5,4,4,36 to 50,Female,705.3
6593,5/17/17,5,3,10,8,10,8,10,5,2,8,5,4,4,8,0,2,2,10,5,10,51 or more,Female,737.0
6594,5/17/17,1,0,9,4,4,9,9,0,2,8,3,10,5,8,9,2,1,6,2,9,21 to 35,Male,661.7
6595,5/17/17,1,0,0,3,3,3,8,0,2,3,2,10,4,9,10,4,1,5,1,0,21 to 35,Male,597.3
6596,5/17/17,3,3,5,5,3,6,2,0,1,5,0,2,0,7,0,3,2,0,0,1,Less than 20,Female,619.1
6597,5/17/17,3,3,7,7,8,10,6,3,1,5,2,10,3,7,10,2,1,6,6,8,36 to 50,Female,681.9
6598,5/17/17,4,2,10,10,6,3,5,5,1,8,5,9,10,7,0,2,2,10,10,10,51 or more,Male,759.9
6599,5/18/17,3,2,1,7,6,5,4,1,1,2,2,8,1,8,8,3,2,4,2,6,21 to 35,Male,647.7
6600,5/18/17,5,3,9,7,3,5,2,5,1,3,4,10,4,6,10,3,2,7,4,5,21 to 35,Female,683.4
6601,5/18/17,2,3,10,5,0,5,0,0,1,5,0,5,0,6,0,1,2,3,1,4,21 to 35,Female,633.1
6602,5/18/17,3,2,7,3,2,8,3,2,1,6,3,6,2,6,5,5,2,2,4,1,36 to 50,Female,646.9
6603,5/18/17,5,2,4,8,10,1,2,5,1,9,3,7,1,9,0,1,2,2,3,10,36 to 50,Female,707.2
6604,5/18/17,3,2,3,10,5,10,5,3,1,9,1,10,3,8,0,2,1,10,1,6,21 to 35,Female,695.7
6605,5/18/17,5,4,3,3,10,3,2,1,2,6,3,5,2,7,8,0,2,5,2,7,36 to 50,Female,638.4
6606,5/19/17,3,3,4,5,2,5,0,2,1,7,2,6,2,8,6,3,1,5,1,4,36 to 50,Female,625.2
6607,5/19/17,2,1,2,2,3,5,1,0,1,7,0,4,2,6,10,2,2,3,1,10,21 to 35,Male,624.4
6608,5/20/17,1,5,2,6,3,4,5,2,1,8,2,4,4,7,3,1,2,5,0,0,21 to 35,Female,634.8
6609,5/20/17,2,4,0,7,3,1,2,2,1,2,1,1,3,7,10,7,2,2,0,3,21 to 35,Male,588.3
6610,5/20/17,3,5,1,2,1,3,0,1,1,3,1,1,0,5,10,6,2,5,0,1,36 to 50,Female,570.9
6611,5/20/17,2,4,1,10,9,4,2,0,2,2,1,8,0,5,0,7,1,2,0,0,21 to 35,Female,585.9
6612,5/20/17,2,1,7,4,8,10,5,1,2,7,6,5,8,9,0,10,2,3,0,10,36 to 50,Male,676.2
6613,5/20/17,2,5,10,2,2,10,2,5,2,5,1,4,1,6,10,5,2,3,1,10,51 or more,Female,624.4
6614,5/21/17,5,5,3,5,7,10,3,1,2,8,2,4,0,5,0,3,2,0,1,1,36 to 50,Female,627.6
6615,5/21/17,4,4,6,5,6,6,3,5,2,7,0,3,6,8,0,4,1,8,8,10,21 to 35,Female,668.8
6616,5/21/17,2,1,6,10,2,1,1,0,1,7,8,4,2,7,4,0,2,2,4,10,21 to 35,Male,668.8
6617,5/22/17,2,4,5,2,1,1,3,1,1,2,2,7,3,7,7,2,2,5,2,5,36 to 50,Female,621.8
6618,5/22/17,1,3,2,1,3,5,0,5,2,3,0,2,0,5,3,7,2,6,0,2,51 or more,Male,588.1
6619,5/22/17,5,4,10,10,2,7,6,3,2,5,4,8,3,7,2,0,2,10,6,3,36 to 50,Female,695.1
6620,5/22/17,0,5,1,5,9,0,5,3,2,1,0,1,3,8,4,3,1,9,0,2,51 or more,Female,585.1
6621,5/22/17,2,2,5,4,5,5,4,5,2,4,2,2,1,8,1,3,2,4,3,7,21 to 35,Male,648.2
6622,5/22/17,3,2,5,6,4,10,9,0,2,5,9,7,4,8,0,1,2,6,4,8,36 to 50,Male,693.4
6623,5/22/17,1,3,10,8,5,7,1,1,1,6,2,7,2,7,6,3,2,5,0,10,21 to 35,Female,664.3
6624,5/22/17,3,3,10,6,5,10,5,1,1,8,5,7,10,8,3,1,2,10,4,6,21 to 35,Male,720.6
6625,5/23/17,2,1,10,10,8,7,8,5,1,3,2,6,10,6,7,0,2,10,6,10,Less than 20,Female,735.3
6626,5/23/17,4,3,10,10,8,8,9,3,1,9,9,9,6,9,5,3,2,9,8,10,21 to 35,Male,758.6
6627,5/23/17,4,1,8,10,10,10,5,5,1,7,4,5,5,8,0,0,2,1,4,7,21 to 35,Male,733.8
6628,5/23/17,5,4,5,6,3,5,0,2,1,4,3,6,10,6,7,7,2,4,2,5,36 to 50,Female,650.3
6629,5/23/17,3,2,3,8,4,7,3,5,1,5,0,7,2,7,3,3,2,7,2,6,36 to 50,Female,677.9
6630,5/23/17,1,1,6,8,2,10,2,5,2,4,2,3,3,7,2,4,2,6,1,10,51 or more,Female,661.8
6631,5/24/17,5,2,5,4,5,10,2,3,2,3,6,5,0,8,0,4,2,7,1,10,36 to 50,Female,672.6
6632,5/24/17,3,3,10,4,3,7,5,1,1,6,6,6,5,7,10,3,2,4,7,7,21 to 35,Male,676.0
6633,5/24/17,3,1,8,10,7,10,3,5,1,9,1,10,1,7,8,1,2,2,0,3,21 to 35,Male,693.8
6634,5/24/17,2,1,10,10,3,6,5,3,1,7,2,8,5,7,0,0,2,5,1,5,21 to 35,Male,703.6
6635,5/24/17,4,2,2,4,10,5,0,3,2,5,5,7,0,10,10,0,2,5,5,10,36 to 50,Male,663.2
6636,5/24/17,5,4,10,8,10,4,5,5,1,7,0,4,0,6,0,0,2,10,0,2,21 to 35,Female,695.8
6637,5/24/17,5,2,0,3,4,4,2,3,1,4,4,10,2,6,0,0,2,4,3,4,Less than 20,Female,669.8
6638,5/25/17,3,5,3,3,0,4,0,1,1,10,1,6,0,9,0,2,2,0,0,10,51 or more,Female,635.6
6639,5/25/17,3,4,3,4,5,10,2,0,2,5,2,3,0,8,0,10,2,4,1,0,21 to 35,Male,605.9
6640,5/25/17,3,1,8,8,8,8,6,2,2,8,4,7,5,5,0,1,2,10,2,3,21 to 35,Male,697.9
6641,5/25/17,1,3,4,10,4,2,7,5,1,7,3,2,1,9,10,3,2,10,1,10,21 to 35,Male,670.5
6642,5/25/17,3,3,5,7,3,5,5,1,1,4,1,10,4,6,3,1,1,3,2,10,21 to 35,Male,654.5
6643,5/25/17,5,2,10,8,10,10,8,2,1,5,3,8,5,7,5,0,2,5,5,8,21 to 35,Male,729.1
6644,5/25/17,3,3,4,7,3,8,4,1,1,8,2,2,0,7,0,4,2,4,2,7,Less than 20,Female,658.2
6645,5/25/17,3,0,7,7,6,4,2,3,1,10,5,4,10,9,0,0,2,5,6,10,21 to 35,Male,728.7
6646,5/26/17,4,4,6,10,4,7,3,1,2,1,2,9,0,7,4,7,1,8,1,6,21 to 35,Female,623.9
6647,5/26/17,3,4,10,5,6,10,5,3,1,9,2,8,10,7,5,7,2,8,2,5,21 to 35,Female,698.5
6648,5/27/17,3,4,5,5,9,7,7,3,2,8,10,10,5,8,10,1,2,5,7,9,51 or more,Male,697.4
6649,5/27/17,3,3,10,4,5,6,3,2,1,8,3,6,1,5,1,4,1,2,2,7,Less than 20,Female,650.1
6650,5/27/17,5,3,10,6,10,5,5,5,1,8,1,10,1,8,0,5,2,10,3,10,51 or more,Female,728.0
6651,5/27/17,2,2,2,5,4,3,3,4,1,7,2,10,2,7,0,0,2,3,6,10,Less than 20,Male,687.0
6652,5/27/17,1,3,6,7,2,5,1,2,2,5,2,6,2,7,1,2,2,7,2,1,36 to 50,Male,631.8
6653,5/28/17,3,3,0,4,5,7,0,1,2,3,6,2,0,6,10,4,1,0,0,3,36 to 50,Female,569.6
6654,5/28/17,1,2,1,1,1,10,1,1,2,1,1,2,0,6,0,4,1,2,0,7,36 to 50,Female,578.1
6655,5/28/17,2,5,2,3,0,10,0,0,2,7,3,7,2,6,0,3,1,4,0,4,21 to 35,Female,596.1
6656,5/28/17,2,3,3,3,3,6,1,1,2,5,2,4,0,8,3,8,1,2,2,7,36 to 50,Male,589.1
6657,5/28/17,2,3,2,3,3,6,2,1,2,5,2,5,0,8,3,9,1,2,2,9,36 to 50,Male,592.7
6658,5/28/17,1,3,4,8,5,10,4,5,1,7,2,4,5,7,5,0,2,4,2,10,51 or more,Male,687.5
6659,5/28/17,5,5,6,10,10,10,6,1,1,4,1,10,4,6,5,5,2,10,1,5,36 to 50,Male,691.9
6660,5/29/17,3,1,5,8,6,5,5,3,1,6,6,8,5,8,0,1,2,7,6,6,36 to 50,Female,717.4
6661,5/29/17,1,2,1,4,8,4,7,2,2,6,6,7,2,7,10,5,2,8,7,10,21 to 35,Male,655.8
6662,5/29/17,3,3,3,10,6,6,3,2,1,7,2,4,5,7,5,2,2,6,1,5,21 to 35,Female,668.8
6663,5/29/17,3,0,6,5,5,3,5,3,1,7,4,5,2,7,4,4,2,4,10,10,21 to 35,Female,694.5
6664,5/29/17,4,5,8,5,5,4,1,1,1,2,4,1,0,8,1,8,1,6,1,2,21 to 35,Female,610.6
6665,5/29/17,0,0,10,6,4,2,1,1,1,1,1,5,1,9,1,0,2,1,1,10,21 to 35,Male,654.1
6666,5/29/17,5,5,10,10,10,4,7,5,2,5,6,10,5,8,0,0,2,8,8,10,51 or more,Male,736.5
6667,5/29/17,5,5,10,10,10,4,8,5,2,5,6,10,5,8,0,0,2,10,8,10,51 or more,Male,741.6
6668,5/30/17,1,4,10,7,9,9,5,5,1,7,2,6,10,9,0,4,2,9,2,10,51 or more,Female,725.7
6669,5/30/17,1,3,3,7,6,6,10,0,1,5,4,6,4,8,0,2,2,10,4,7,21 to 35,Male,689.8
6670,5/31/17,4,3,8,4,7,1,8,5,1,7,2,3,8,7,0,3,2,7,2,2,36 to 50,Female,690.7
6671,5/31/17,1,2,7,4,7,3,6,1,1,6,0,2,2,7,3,2,1,6,2,7,21 to 35,Female,637.8
6672,5/31/17,2,3,8,8,7,5,5,4,1,3,2,4,1,8,8,2,2,7,2,6,Less than 20,Female,669.0
6673,5/31/17,3,3,6,10,3,5,3,5,2,7,3,2,1,6,0,10,1,7,2,8,21 to 35,Female,635.9
6674,5/31/17,4,1,2,10,5,2,5,1,1,8,2,10,2,6,0,0,2,2,4,7,51 or more,Female,688.5
6675,6/1/17,3,2,10,3,10,10,4,2,2,5,5,10,5,6,10,0,2,7,8,10,51 or more,Male,698.7
6676,6/1/17,4,3,5,10,10,8,5,5,1,10,1,7,7,8,2,4,2,4,1,10,51 or more,Female,720.6
6677,6/1/17,3,2,3,6,4,3,2,4,1,2,3,4,3,6,0,3,2,5,3,4,36 to 50,Female,656.7
6678,6/1/17,2,3,5,3,8,10,4,4,1,5,5,8,4,7,0,5,1,9,4,4,21 to 35,Female,678.1
6679,6/1/17,2,3,7,5,10,10,5,5,2,7,5,10,1,7,4,6,1,10,4,7,21 to 35,Male,676.8
6680,6/1/17,5,5,2,3,4,3,2,0,1,10,10,1,2,6,0,10,1,8,3,6,36 to 50,Male,630.6
6681,6/1/17,1,5,10,6,10,10,1,5,1,1,1,5,1,8,5,1,1,2,0,2,21 to 35,Female,636.9
6682,6/1/17,1,5,1,4,5,10,0,5,2,2,2,5,0,6,4,1,2,4,0,0,36 to 50,Female,607.6
6683,6/1/17,5,5,2,3,4,3,2,0,1,10,10,1,2,6,0,10,1,8,3,6,36 to 50,Male,630.6
6684,6/2/17,4,2,4,3,8,3,8,1,1,8,3,4,1,7,10,1,2,9,2,7,21 to 35,Female,668.8
6685,6/2/17,1,3,5,6,10,4,4,0,1,6,3,2,3,8,2,4,1,9,5,7,21 to 35,Male,651.6
6686,6/2/17,2,5,4,3,9,4,2,3,1,3,0,2,3,8,7,0,2,3,2,10,21 to 35,Male,641.4
6687,6/2/17,2,5,4,3,9,4,2,3,1,3,0,2,3,8,7,0,2,3,2,10,21 to 35,Male,641.4
6688,6/2/17,3,2,5,7,1,5,8,5,2,3,4,7,4,8,2,5,1,10,7,10,21 to 35,Male,673.0
6689,6/3/17,1,0,9,4,4,9,9,0,2,8,3,10,5,8,9,2,1,6,2,9,21 to 35,Male,661.7
6690,6/3/17,2,4,0,3,4,10,2,3,2,1,1,4,6,6,5,7,2,3,3,4,36 to 50,Female,609.1
6691,6/3/17,2,1,5,6,6,3,6,2,1,8,4,6,5,8,0,1,2,8,2,10,51 or more,Male,703.4
6692,6/3/17,5,4,4,8,5,5,4,2,1,9,2,8,5,7,0,0,2,10,1,10,51 or more,Male,707.0
6693,6/3/17,4,3,10,0,10,10,1,5,1,4,1,8,1,7,3,0,2,3,2,7,36 to 50,Female,688.3
6694,6/3/17,3,3,7,6,5,1,3,5,1,2,1,8,2,7,0,2,2,7,2,7,51 or more,Female,676.4
6695,6/3/17,3,3,7,6,5,1,3,5,1,2,1,8,2,7,0,2,2,7,2,7,51 or more,Female,676.4
6696,6/3/17,4,2,6,10,7,5,2,1,1,4,2,8,0,7,0,7,1,5,3,8,21 to 35,Male,659.4
6697,6/4/17,5,2,4,10,5,10,3,5,1,7,0,5,2,7,5,6,2,7,1,5,36 to 50,Female,684.3
6698,6/4/17,3,1,7,6,4,7,3,2,1,1,7,2,2,8,0,0,2,6,6,2,21 to 35,Male,680.5
6699,6/4/17,5,5,10,2,10,10,4,4,2,6,2,5,4,7,0,10,2,3,1,2,51 or more,Male,655.4
6700,6/4/17,2,1,10,10,10,0,10,3,1,8,8,5,9,8,10,1,2,10,7,8,51 or more,Female,733.8
6701,6/4/17,5,5,4,10,10,10,10,5,2,5,4,8,10,7,0,2,2,10,3,7,51 or more,Male,727.4
6702,6/4/17,4,2,10,5,10,5,5,5,1,9,5,10,10,8,0,1,2,8,7,7,51 or more,Female,755.2
6703,6/5/17,0,4,7,10,6,9,5,4,1,6,2,3,0,7,2,3,1,2,3,10,51 or more,Female,656.7
6704,6/5/17,5,3,2,2,8,8,3,5,1,3,1,8,3,7,0,0,2,10,1,5,36 to 50,Male,691.7
6705,6/5/17,3,0,10,10,2,7,9,1,1,8,2,8,5,8,0,1,2,6,6,7,21 to 35,Female,725.9
6706,6/5/17,5,2,10,10,10,6,9,5,1,8,8,10,10,7,0,2,2,9,6,10,51 or more,Female,780.5
6707,6/5/17,5,2,10,10,10,7,10,5,1,8,10,10,10,7,0,2,2,10,10,10,51 or more,Female,795.8
6708,6/6/17,3,1,4,3,7,6,5,5,1,5,4,5,2,9,0,0,2,3,5,8,36 to 50,Female,700.0
6709,6/6/17,2,1,7,10,4,2,10,2,1,7,2,5,2,8,0,5,2,10,2,7,21 to 35,Female,694.7
6710,6/6/17,3,5,2,10,0,2,0,3,1,0,0,10,0,6,0,10,1,3,2,5,21 to 35,Male,601.8
6711,6/6/17,5,1,1,2,10,5,5,0,1,4,1,6,0,7,0,0,1,5,1,10,21 to 35,Male,657.3
6712,6/6/17,3,5,2,10,0,2,0,3,1,0,0,10,0,6,0,10,1,3,2,5,21 to 35,Male,601.8
6713,6/6/17,4,2,10,9,10,10,6,4,1,8,2,6,6,7,6,3,2,4,3,10,36 to 50,Male,723.6
6714,6/6/17,2,0,5,3,8,3,4,5,1,2,3,4,2,10,0,1,1,6,4,9,36 to 50,Male,676.2
6715,6/7/17,5,3,6,1,10,8,2,5,1,9,4,6,4,6,0,3,2,0,1,3,36 to 50,Female,684.3
6716,6/7/17,1,2,8,5,7,6,6,5,1,7,3,9,5,8,0,3,2,6,3,4,36 to 50,Female,704.0
6717,6/7/17,1,3,1,4,1,5,0,0,2,5,0,2,0,8,3,10,2,5,0,0,36 to 50,Female,570.0
6718,6/7/17,5,1,1,2,10,5,5,0,1,4,1,6,0,7,0,0,1,5,1,10,21 to 35,Male,657.3
6719,6/7/17,5,5,10,10,0,10,0,0,1,7,1,10,0,7,0,1,2,10,0,7,36 to 50,Female,685.3
6720,6/7/17,5,5,10,10,0,10,0,0,1,7,1,10,0,7,0,1,2,10,0,7,36 to 50,Female,685.3
6721,6/7/17,0,5,0,1,0,0,0,1,2,3,0,8,1,7,10,10,2,1,0,1,51 or more,Female,537.0
6722,6/7/17,4,1,3,10,5,4,2,4,2,8,0,1,10,8,1,2,2,1,2,4,36 to 50,Female,663.3
6723,6/7/17,5,4,0,0,0,1,0,0,2,0,3,10,0,5,0,0,1,0,0,10,36 to 50,Male,582.9
6724,6/8/17,2,4,2,5,5,10,10,5,2,3,1,8,3,7,10,5,2,4,4,2,36 to 50,Male,640.7
6725,6/8/17,3,1,7,3,10,10,8,2,1,7,4,10,10,8,2,1,2,6,8,8,51 or more,Male,741.6
6726,6/8/17,4,3,3,2,7,5,5,3,1,5,9,10,3,6,4,8,1,10,5,8,21 to 35,Male,673.2
6727,6/8/17,4,2,7,5,10,10,3,5,2,6,1,5,5,8,0,7,2,10,4,3,36 to 50,Female,689.6
6728,6/8/17,0,0,2,1,9,1,1,0,1,1,2,1,1,7,10,0,1,2,0,0,21 to 35,Male,576.4
6729,6/9/17,5,5,3,6,6,10,5,0,2,8,6,9,6,7,0,7,2,2,2,7,21 to 35,Male,666.4
6730,6/9/17,3,4,5,10,4,10,0,2,2,3,3,9,0,8,0,4,2,6,0,2,36 to 50,Female,646.2
6731,6/9/17,2,3,2,5,1,8,3,2,1,8,5,8,2,8,0,2,1,2,0,5,21 to 35,Female,644.3
6732,6/9/17,5,0,5,10,10,10,5,5,1,8,10,10,5,8,0,0,2,10,9,10,51 or more,Female,785.8
6733,6/9/17,5,3,10,5,10,10,2,5,1,10,2,10,3,8,0,0,2,9,2,10,51 or more,Female,743.3
6734,6/10/17,2,2,3,5,6,10,8,2,2,8,5,6,5,6,2,2,2,10,5,6,36 to 50,Male,687.7
6735,6/10/17,2,2,4,3,5,0,0,2,2,4,4,1,0,10,0,0,2,10,4,10,51 or more,Female,646.7
6736,6/10/17,3,3,7,4,2,7,1,5,2,7,1,5,0,7,0,1,2,4,3,5,21 to 35,Male,652.0
6737,6/10/17,2,4,2,3,10,8,5,2,2,4,1,3,2,5,0,4,1,10,0,2,51 or more,Male,615.5
6738,6/10/17,2,4,2,3,10,8,5,2,2,4,1,3,2,5,0,2,1,10,0,2,51 or more,Male,618.9
6739,6/10/17,2,3,4,6,6,6,6,5,2,8,6,2,10,7,6,1,2,10,9,9,51 or more,Male,699.0
6740,6/10/17,1,4,5,1,2,1,2,5,2,2,0,3,0,7,10,0,1,1,0,10,21 to 35,Female,576.8
6741,6/11/17,4,3,5,10,10,1,4,3,1,10,2,2,5,8,0,1,2,3,0,10,21 to 35,Male,694.1
6742,6/11/17,3,1,1,4,5,3,0,3,1,4,6,2,0,8,0,3,1,10,6,10,21 to 35,Male,658.4
6743,6/11/17,3,1,6,10,3,10,6,5,2,4,5,10,2,5,0,10,2,10,6,10,21 to 35,Male,701.9
6744,6/11/17,1,5,1,0,0,1,0,1,1,2,0,2,0,6,10,4,2,1,0,10,51 or more,Female,567.9
6745,6/12/17,5,2,10,4,4,8,10,3,2,7,6,6,5,6,5,3,2,7,6,10,51 or more,Male,704.7
6746,6/13/17,3,3,4,4,5,5,4,2,1,6,4,8,6,5,5,1,2,10,4,4,36 to 50,Male,677.7
6747,6/13/17,5,2,1,7,5,10,0,5,1,7,2,5,0,8,0,2,2,0,1,6,36 to 50,Female,676.0
6748,6/13/17,4,4,6,4,5,10,6,2,1,3,3,5,10,6,3,1,1,4,1,3,Less than 20,Female,658.6
6749,6/13/17,3,0,3,4,4,2,1,5,1,8,2,3,4,9,0,1,2,6,2,10,51 or more,Female,687.7
6750,6/13/17,4,1,10,5,10,10,5,5,2,7,7,10,1,6,3,4,2,2,5,10,51 or more,Female,712.3
6751,6/14/17,1,3,6,7,1,4,5,3,2,8,5,1,1,2,10,9,2,5,2,2,51 or more,Female,599.2
6752,6/14/17,4,1,10,10,10,10,10,5,1,5,4,8,1,7,0,10,1,5,4,10,36 to 50,Male,717.2
6753,6/14/17,5,3,1,4,0,10,0,0,1,6,0,1,1,6,0,2,1,0,0,5,36 to 50,Female,606.8
6754,6/14/17,5,2,10,5,8,8,3,2,2,5,6,3,1,7,8,1,2,6,4,2,36 to 50,Male,663.5
6755,6/14/17,5,2,10,4,8,8,5,2,2,5,4,3,1,7,8,2,2,6,4,4,36 to 50,Male,663.5
6756,6/14/17,5,3,9,4,6,8,6,2,2,5,4,3,1,7,8,2,2,6,4,4,36 to 50,Male,656.7
6757,6/14/17,3,2,10,6,10,6,7,5,2,10,4,10,10,7,0,1,2,10,4,10,51 or more,Female,743.1
6758,6/14/17,2,5,5,10,10,10,5,5,2,5,0,6,1,8,0,5,1,10,0,2,36 to 50,Female,650.7
6759,6/15/17,1,2,4,6,6,5,8,2,2,8,7,4,6,6,5,5,2,7,4,7,21 to 35,Female,665.2
6760,6/15/17,3,0,3,6,8,8,3,5,2,9,3,6,10,8,0,0,1,10,5,5,51 or more,Male,700.0
6761,6/15/17,5,0,3,10,2,3,2,0,1,8,4,6,5,8,0,0,2,2,10,10,21 to 35,Male,705.1
6762,6/15/17,4,4,3,6,4,10,2,4,1,3,2,5,1,9,10,10,1,6,3,10,Less than 20,Female,635.4
6763,6/15/17,2,1,7,8,3,10,5,3,1,3,5,2,0,6,0,1,2,10,3,10,51 or more,Male,697.1
6764,6/15/17,2,2,10,10,10,10,10,5,1,3,5,7,4,7,0,2,2,2,4,6,Less than 20,Female,727.2
6765,6/15/17,3,4,10,2,10,10,6,2,2,4,4,5,3,7,7,0,2,3,10,3,36 to 50,Female,669.0
6766,6/15/17,5,3,2,4,2,5,6,2,2,2,4,4,2,7,2,1,1,6,2,7,36 to 50,Male,628.0
6767,6/15/17,3,2,7,5,9,10,5,5,2,5,2,8,3,6,2,0,2,10,2,7,51 or more,Female,698.3
6768,6/16/17,2,1,3,5,4,3,0,5,2,6,1,9,2,7,5,1,2,1,1,2,36 to 50,Male,632.4
6769,6/16/17,5,2,1,7,5,10,0,5,1,7,2,5,0,8,0,2,2,0,1,6,36 to 50,Female,676.0
6770,6/16/17,3,1,7,7,6,4,3,5,1,7,1,7,4,8,0,1,2,3,0,10,Less than 20,Male,700.2
6771,6/16/17,4,4,7,5,10,6,8,5,2,8,8,8,3,8,8,5,2,8,6,8,51 or more,Female,700.4
6772,6/16/17,5,5,10,7,5,3,0,2,1,10,2,8,1,8,0,0,2,10,4,10,51 or more,Female,703.8
6773,6/17/17,1,5,3,2,7,1,2,0,1,1,2,1,1,6,10,10,1,7,2,2,36 to 50,Male,560.9
6774,6/18/17,3,1,5,2,2,10,0,1,1,2,0,3,5,8,0,5,2,5,0,5,21 to 35,Female,645.0
6775,6/18/17,4,2,4,5,6,4,2,5,2,2,3,5,0,8,10,0,1,5,1,10,21 to 35,Female,630.1
6776,6/18/17,4,2,4,5,6,4,2,5,2,2,3,5,0,8,10,0,1,5,1,10,21 to 35,Female,630.1
6777,6/18/17,2,3,4,6,5,6,4,3,2,7,1,7,2,7,2,3,2,7,3,2,21 to 35,Male,649.0
6778,6/18/17,5,2,10,9,10,10,7,5,2,2,8,10,3,7,0,2,2,10,8,10,51 or more,Male,748.2
6779,6/19/17,1,5,7,3,3,3,1,3,2,5,1,4,2,8,2,4,2,2,0,5,21 to 35,Female,607.8
6780,6/19/17,1,3,2,3,10,2,0,2,1,0,1,4,5,6,10,0,1,1,2,8,21 to 35,Male,604.0
6781,6/19/17,1,0,2,7,5,6,3,0,1,6,10,2,10,6,10,1,2,5,3,10,21 to 35,Male,675.0
6782,6/19/17,4,1,2,5,10,10,2,1,1,10,3,9,8,6,0,0,2,10,10,10,21 to 35,Male,739.3
6783,6/19/17,2,5,1,3,2,2,2,2,1,5,3,4,10,8,0,1,1,2,3,4,36 to 50,Male,624.8
